age,enroll,priorearn,educ,female,nonwhite,z,married,foundjob
36,1,1000,12,1,0,1,0,1
25,1,6000,12,1,0,1,0,1
49,1,0,8,1,1,1,0,1
23,1,0,8,0,1,1,0,1
30,0,6000,12,1,0,0,0,1
23,0,4000,12,0,1,0,0,1
30,1,6000,12,0,1,1,0,1
34,1,0,14,1,0,1,0,1
21,1,900,10,1,0,1,1,1
27,1,0,11,0,0,1,0,1
35,0,1000,12,0,0,1,0,1
18,0,3000,12,1,1,0,0,1
19,1,1000,9,0,0,1,1,1
34,1,5300,12,0,0,1,0,1
28,0,200,11,0,1,0,0,1
26,1,0,11,0,1,1,0,1
42,1,0,12,0,1,1,0,1
32,1,0,12,1,0,1,1,1
27,0,8000,12,0,0,0,0,1
19,1,600,11,0,1,1,0,1
37,1,0,12,0,1,1,0,1
27,1,8000,12,0,0,1,0,1
23,1,0,13,1,1,1,0,1
26,0,2300,12,0,0,0,0,1
20,1,5676,10,1,0,1,0,1
35,1,9000,16,1,1,1,0,1
49,0,7261,12,1,0,1,0,1
64,1,0,12,1,0,1,1,1
39,1,11528,12,0,1,1,0,1
22,1,12480,16,0,1,1,1,1
20,1,800,12,1,1,1,0,1
33,0,0,15,0,0,0,0,1
59,0,2343,12,1,0,1,0,1
46,1,5980,14,1,0,1,0,1
35,0,8216,12,1,1,0,0,1
21,0,4918,11,0,0,1,0,1
54,1,0,11,1,0,1,1,1
54,0,1000,14,1,0,1,0,1
21,0,98,13,1,0,0,0,1
21,1,3100,12,0,1,0,0,1
28,1,18000,10,0,0,1,1,1
54,1,18000,16,0,1,1,1,1
20,0,600,13,1,1,1,0,1
23,0,0,10,1,1,1,0,1
36,0,12000,13,1,0,1,1,1
19,0,100,11,1,0,0,1,1
19,1,0,12,1,1,1,0,1
19,0,0,14,1,1,1,0,1
47,1,2000,16,0,0,1,1,1
24,1,2560,12,1,0,1,1,1
34,1,7681,12,0,0,1,1,1
29,0,8000,13,0,1,0,0,1
25,1,0,12,1,0,1,0,1
30,1,10,12,1,0,1,0,1
30,1,3000,13,1,0,1,0,1
31,0,0,12,1,1,0,1,1
24,1,1400,8,0,0,1,0,1
19,1,3500,10,0,0,1,0,1
22,1,1800,12,1,0,1,0,1
51,1,0,8,1,0,1,0,1
39,0,6000,9,0,1,0,1,1
21,0,688,7,1,1,1,1,1
41,0,12000,12,0,0,0,1,1
23,0,0,10,0,1,0,0,1
24,1,7500,12,0,0,1,0,1
54,0,0,12,1,0,1,0,1
18,1,568,11,0,1,1,0,1
27,1,7230,12,0,1,1,1,1
33,0,0,9,1,1,1,0,1
43,0,6500,12,0,0,1,0,1
22,1,6000,12,0,0,1,1,1
26,0,600,15,1,0,1,0,1
40,0,3000,10,0,0,1,0,1
21,1,2100,11,0,0,1,0,1
33,0,4520,11,1,0,0,0,1
28,0,1107,14,1,1,0,0,1
27,1,7520,12,1,1,1,0,1
18,0,2702,12,1,0,1,1,1
28,1,0,11,0,1,1,0,1
17,0,3179,11,0,1,0,0,1
21,1,0,12,1,1,1,0,1
34,0,4962,12,1,1,1,0,1
40,1,0,14,0,1,1,1,1
18,0,867,12,1,1,0,0,1
27,0,180,12,0,0,1,0,1
26,1,10720,12,0,0,1,1,1
67,0,0,12,1,0,0,1,1
44,0,0,12,1,0,0,1,1
28,0,0,12,1,0,0,0,1
27,0,98,12,0,1,1,0,1
35,0,7500,12,1,0,0,0,1
20,0,10000,12,0,0,0,0,1
30,1,1819,12,0,1,1,0,1
24,1,6325,11,1,1,1,0,1
19,1,5000,12,0,0,1,0,1
22,0,1500,12,0,0,1,0,1
21,1,358,11,1,0,1,0,1
26,1,3000,10,1,1,1,0,1
22,0,5000,11,0,0,0,0,1
20,1,699,12,0,1,1,0,1
71,1,0,12,0,0,0,0,1
25,0,7000,12,1,1,0,0,1
21,1,1500,8,0,0,1,0,1
19,1,0,12,1,0,1,0,1
21,1,2600,12,0,1,1,0,1
19,0,2186,11,1,0,1,0,1
38,1,0,12,0,1,1,1,1
22,0,150,12,0,1,1,0,1
20,0,5628,12,1,1,0,0,1
21,0,0,9,1,0,0,0,1
28,0,5014,11,0,0,0,1,1
41,0,0,9,1,0,1,0,1
27,1,2000,12,0,1,1,0,1
23,1,3620,11,0,0,1,0,1
70,0,2759,10,0,0,0,1,1
21,0,0,12,1,0,1,1,1
29,1,960,12,1,0,1,0,1
21,0,0,12,1,1,0,0,1
42,0,1284,14,1,1,1,0,1
38,1,4436,13,1,0,1,1,1
50,0,5486,12,1,1,0,1,1
33,0,8500,13,1,0,0,0,1
20,0,840,12,1,1,1,0,1
40,1,8700,14,1,0,1,0,1
22,0,4000,10,0,0,1,1,1
16,0,0,8,1,1,0,0,1
23,1,0,9,1,0,1,0,1
40,0,5928,12,1,0,1,0,1
20,1,0,13,0,1,1,0,1
34,0,200,14,1,1,0,0,1
21,0,4000,11,0,0,1,0,1
64,1,900,11,1,0,1,1,1
26,1,9360,12,1,1,1,0,1
46,0,22000,12,1,1,0,0,1
24,0,5440,12,1,1,0,0,1
25,0,0,12,1,1,1,0,1
33,1,0,12,0,0,1,0,1
39,0,3000,12,0,0,1,1,1
41,1,12000,16,0,0,1,1,1
23,1,13000,11,0,0,1,1,1
38,0,9088,14,1,0,1,0,1
21,1,0,12,0,0,1,0,1
29,1,715,12,1,1,1,0,1
39,0,4000,17,0,0,0,0,1
22,0,0,12,0,0,0,0,1
35,1,5300,11,0,0,1,0,1
20,1,3240,10,0,1,1,0,1
18,0,0,12,0,1,0,0,1
33,1,0,17,0,1,1,1,1
59,1,3460,12,1,0,1,0,1
40,0,1072,12,1,1,0,0,1
36,0,6000,8,1,1,0,1,1
69,0,0,16,1,0,0,0,1
19,0,0,12,1,1,0,0,1
26,0,5000,12,1,0,1,0,1
30,1,286,11,0,0,1,0,1
26,0,10800,12,0,1,1,0,1
24,0,4000,12,1,1,0,0,1
37,0,0,12,1,0,0,0,1
33,1,2340,17,1,0,1,1,1
19,1,78,8,0,0,1,0,1
25,1,0,7,1,1,1,0,1
21,1,600,11,0,1,1,0,1
29,1,0,14,0,1,1,0,1
20,0,891,12,0,0,0,0,1
18,1,0,12,0,0,1,0,1
34,0,4000,13,0,0,0,0,1
34,0,6000,14,0,1,1,0,1
38,0,13800,11,0,1,1,0,1
18,0,1200,10,1,1,1,0,1
36,0,0,12,1,1,0,0,1
18,1,1000,12,0,1,1,0,1
24,1,2600,8,0,0,1,0,1
19,0,1700,8,0,0,0,0,1
27,0,8000,12,1,0,0,1,1
50,1,5100,11,0,0,1,1,1
38,0,0,8,1,0,0,0,1
30,0,5086,13,0,0,0,0,1
21,1,0,8,1,1,1,0,1
25,1,0,13,1,0,1,0,1
23,1,550,13,0,1,1,0,1
30,0,230,12,1,1,1,0,1
38,1,8000,11,1,1,1,0,1
22,0,5000,9,0,0,1,0,1
21,0,250,12,1,1,1,0,1
33,1,9200,12,0,0,1,1,1
41,0,2500,12,1,0,1,1,1
19,0,1900,13,1,0,0,0,1
18,1,0,12,0,0,1,0,1
28,0,700,12,1,1,0,0,1
21,1,85,12,0,1,1,0,1
29,1,2000,12,0,0,1,1,1
23,1,0,12,1,0,1,0,1
26,1,0,12,1,1,1,0,1
23,0,6500,12,0,0,0,1,1
34,0,7000,12,1,0,1,0,1
30,1,0,12,1,0,1,0,1
30,0,1530,12,1,0,0,1,1
34,1,3306,14,0,0,1,1,1
21,1,2029,12,1,0,1,0,1
44,0,0,10,1,0,0,0,1
46,1,400,8,0,0,1,1,1
18,0,1986,12,1,1,1,0,1
24,1,910,10,0,0,1,1,1
39,1,0,12,1,1,1,0,1
24,0,5229,14,0,1,0,0,1
20,0,0,11,1,0,1,0,1
17,0,500,10,1,0,1,0,1
27,0,5100,12,1,1,0,0,1
28,0,0,11,0,0,1,0,1
23,0,2680,12,0,0,0,0,1
29,1,0,15,0,0,1,1,1
18,1,977,11,0,0,1,0,1
24,1,7661,12,1,0,1,0,1
19,0,0,11,1,1,0,0,1
22,1,2000,12,1,0,1,0,1
23,0,3000,11,1,1,0,1,1
21,1,3164,12,0,0,1,0,1
20,0,6190,12,0,1,1,0,1
17,0,1500,8,1,0,0,0,1
42,0,2000,8,0,0,1,1,1
27,0,2000,12,0,1,1,0,1
19,1,0,12,1,1,1,0,1
23,1,5000,10,0,0,1,0,1
45,0,0,10,0,1,0,0,1
17,1,0,10,0,0,1,0,1
53,0,335,8,1,0,0,1,1
20,1,0,12,1,1,1,0,1
25,1,1000,12,0,1,1,0,1
32,1,0,11,1,1,1,1,1
46,0,10000,9,0,0,1,1,1
44,0,3660,12,1,0,0,1,1
47,1,557,12,1,0,1,1,1
25,1,0,12,0,1,1,0,1
19,1,200,12,0,1,1,0,1
17,1,461,10,1,0,1,0,1
16,1,0,9,0,0,1,0,1
44,1,2500,12,1,1,1,0,1
44,0,0,12,0,0,1,1,1
30,1,3862,14,1,0,1,0,1
19,1,2000,13,0,1,1,0,1
24,0,5800,12,0,0,0,0,1
28,1,11000,11,0,0,1,0,1
20,0,7156,11,0,0,0,0,1
41,0,9000,11,0,0,0,1,1
34,0,2000,12,0,0,1,1,1
17,1,0,8,1,0,1,0,1
27,0,0,10,1,0,1,1,1
34,1,180,12,0,0,0,0,1
22,1,14000,12,1,1,1,0,1
35,0,2400,11,1,0,0,0,1
25,0,3000,12,0,1,1,0,1
32,1,8500,12,0,0,1,1,1
44,0,7500,13,1,1,1,0,1
38,1,4000,12,0,1,1,0,1
32,0,2602,12,1,1,1,0,1
24,1,2700,12,1,0,1,0,1
16,1,378,8,0,1,1,1,1
46,0,10400,12,1,1,1,1,1
29,1,4200,14,0,0,1,0,1
32,1,0,12,0,1,1,0,1
32,1,3900,12,0,0,1,0,1
19,1,8049,12,1,0,1,0,1
36,0,7800,11,0,0,1,1,1
22,1,0,11,1,0,1,1,1
62,1,5500,12,1,0,1,1,1
16,1,0,9,0,1,1,0,1
40,0,3000,12,0,0,0,0,1
19,1,500,8,1,1,1,0,1
32,1,8000,9,1,1,1,0,1
42,0,1132,12,1,1,1,1,1
26,1,3000,12,0,0,1,1,1
26,1,7000,12,1,0,1,1,1
25,1,3000,14,0,0,1,0,1
56,0,536,11,1,0,0,0,1
39,1,10000,12,0,0,1,0,1
24,0,4500,13,1,1,0,0,1
49,1,400,12,0,0,1,1,1
41,0,0,15,0,0,0,0,1
26,0,600,12,0,1,0,0,1
23,0,0,10,1,1,0,0,1
57,1,0,12,1,0,1,0,1
41,0,0,9,1,0,0,1,1
29,0,10200,12,0,0,1,1,1
29,1,1000,12,0,0,1,0,1
18,1,3380,11,1,1,1,0,1
21,1,2500,9,0,0,1,1,1
29,1,3000,13,1,0,1,0,1
28,0,7000,9,1,0,1,0,1
43,0,2700,13,0,0,0,1,1
22,1,1500,12,1,1,1,0,1
23,0,350,12,1,1,0,0,1
24,1,200,11,1,1,0,0,1
21,0,4000,12,0,1,1,0,1
19,1,300,11,0,1,1,0,1
22,1,800,14,0,0,1,1,1
18,1,0,10,0,1,1,0,1
17,1,0,10,1,1,1,0,1
24,1,2500,12,0,1,1,0,1
23,1,0,11,1,0,1,1,1
30,1,0,12,1,1,1,0,1
25,0,2000,14,1,0,0,0,1
32,0,5000,12,0,1,0,0,1
18,0,756,9,0,1,0,0,1
39,1,0,11,1,1,1,0,1
26,1,5000,9,0,0,1,0,1
47,0,1000,12,0,1,1,0,1
22,0,3000,12,0,1,0,0,1
22,0,5,12,0,0,0,0,1
31,0,0,14,1,1,1,0,1
20,0,7613,11,0,0,0,0,1
40,0,4800,9,1,0,0,0,1
35,1,0,11,1,0,1,1,1
36,1,0,15,1,1,1,1,1
18,0,1000,12,1,0,0,1,1
25,1,72,12,1,1,1,1,1
26,0,0,10,1,1,0,0,1
68,0,0,12,0,0,0,1,1
17,1,2635,9,0,1,1,0,1
32,0,602,13,1,1,1,0,1
22,1,171,11,0,1,1,0,1
18,0,0,12,0,1,0,0,1
25,0,250,13,1,1,1,0,1
46,1,3500,10,0,1,1,0,1
33,0,1200,12,1,1,0,0,1
23,1,0,12,1,0,1,0,1
31,0,5000,12,0,1,1,0,1
24,0,6248,16,1,1,1,0,1
57,1,16000,12,0,0,1,1,1
31,0,2000,12,1,0,0,0,1
18,0,0,10,0,1,1,0,1
73,1,0,12,1,0,1,0,1
27,0,4000,11,0,0,1,0,1
24,1,1227,9,0,1,1,0,1
20,1,0,12,1,1,1,1,1
31,0,5500,12,1,1,0,1,1
29,1,9808,13,1,1,1,0,1
37,0,0,15,1,1,1,0,1
16,1,0,10,1,0,1,0,1
39,1,0,12,0,1,1,1,1
17,0,100,10,1,1,0,0,1
19,1,855,12,1,0,1,0,1
22,1,400,9,1,0,1,0,1
20,0,130,12,1,1,0,0,1
19,1,0,10,0,1,1,0,1
20,1,2100,12,1,0,1,0,1
39,0,992,12,0,0,0,0,1
29,0,1500,11,1,1,1,0,1
24,0,100,12,1,1,0,0,1
20,1,2500,12,0,0,1,1,1
20,1,2732,11,0,0,1,1,1
21,1,2534,12,1,0,1,0,1
30,1,0,9,0,0,1,1,1
40,0,2440,11,0,1,0,0,1
23,0,4200,12,1,0,0,0,1
38,0,0,10,1,1,1,0,1
28,0,2232,12,1,0,1,1,1
27,1,4000,10,1,0,1,1,1
18,0,0,12,1,1,1,0,1
41,0,0,8,1,1,0,0,1
21,1,9000,10,0,1,1,0,1
36,0,3732,12,1,1,1,1,1
43,0,3366,12,1,1,0,1,1
22,0,1300,12,1,1,0,0,1
21,1,2541,9,0,0,1,1,1
21,0,2272,11,0,1,0,0,1
27,1,400,12,0,1,1,0,1
33,0,0,9,1,0,1,0,1
20,1,1200,10,0,1,1,0,1
31,0,3000,12,0,1,1,1,1
34,0,23000,8,0,0,1,1,1
17,0,1990,10,1,0,0,0,1
27,1,4200,11,1,0,1,0,1
17,1,0,9,1,0,0,0,1
30,1,3000,17,1,0,1,1,1
23,0,5618,12,1,0,0,0,1
37,1,18000,8,0,0,1,1,1
27,0,3000,11,1,0,1,0,1
29,1,8100,13,0,1,1,1,1
21,1,0,12,1,0,1,0,1
20,0,800,12,1,1,1,0,1
34,1,15400,14,0,1,1,1,1
18,0,0,12,0,1,1,0,1
20,1,4000,9,1,1,1,0,1
25,1,1300,8,1,1,1,0,1
39,0,0,12,1,1,0,1,1
45,1,0,10,0,0,1,0,1
20,1,1680,12,0,0,1,0,1
21,1,7775,12,1,1,1,1,1
31,0,2520,10,0,0,0,1,1
46,0,1120,12,0,1,0,0,1
31,1,2500,12,0,0,1,0,1
28,1,1200,12,1,0,1,1,1
17,1,0,8,0,0,1,0,1
20,0,480,14,1,1,1,0,1
26,0,0,11,0,0,1,0,1
22,0,300,10,1,0,0,1,1
21,0,13600,11,0,0,0,0,1
27,0,10000,12,1,0,0,0,1
24,1,3000,15,1,1,1,0,1
24,1,70,10,0,0,1,0,1
32,0,7200,13,0,0,1,1,1
42,0,1542,11,1,0,0,0,1
24,0,1000,12,0,0,1,0,1
44,1,0,8,1,0,1,0,1
25,0,5000,16,1,1,0,0,1
21,1,300,12,0,1,1,0,1
21,0,1000,13,1,0,1,0,1
32,1,5760,10,1,1,1,0,1
28,1,0,11,1,1,1,0,1
23,0,230,12,0,0,1,0,1
16,0,0,9,0,1,1,0,1
25,0,1200,12,1,0,1,0,1
21,1,3847,11,1,0,1,0,1
19,0,211,12,1,1,0,0,1
21,1,2730,12,1,0,1,1,1
32,1,0,12,1,0,1,0,1
30,0,2500,14,0,0,1,0,1
21,0,4000,12,1,1,0,0,1
19,0,300,12,0,1,1,0,1
34,1,3570,10,1,1,1,0,1
36,0,1200,12,0,0,0,1,1
36,0,3500,14,0,1,1,1,1
18,1,180,12,1,0,1,0,1
18,0,4200,12,1,0,1,0,1
20,1,3000,9,0,1,1,0,1
24,1,800,16,1,1,1,0,1
29,1,0,11,1,1,1,0,1
18,0,1800,11,1,0,0,0,1
37,0,837,12,1,1,0,0,1
29,1,1380,12,0,0,1,0,1
43,1,0,12,0,0,1,0,1
35,1,0,11,1,0,1,0,1
31,1,0,12,1,1,1,0,1
41,0,7000,12,0,0,1,0,1
21,1,4000,12,0,0,1,1,1
17,1,2300,9,1,1,1,0,1
37,1,3338,11,1,0,1,0,1
35,1,3069,12,1,0,1,0,1
17,0,0,12,1,1,1,0,1
35,1,14000,10,0,1,0,0,1
23,0,9000,12,0,1,0,0,1
21,1,98,12,1,0,1,0,1
21,1,0,12,1,0,1,0,1
16,0,500,10,0,1,0,0,1
30,0,3000,10,1,0,0,0,1
32,0,330,13,0,0,0,1,1
40,1,9791,12,1,0,1,1,1
54,0,6000,12,0,0,0,1,1
40,0,0,11,1,1,0,0,1
22,1,0,10,1,1,1,0,1
21,1,600,12,0,1,1,0,1
35,0,2200,12,1,1,1,0,1
32,1,560,12,1,1,1,0,1
32,0,3272,12,0,1,1,1,1
32,0,10000,12,0,1,0,0,1
24,0,3100,9,1,0,0,1,1
27,0,0,17,0,1,0,0,1
18,0,5880,12,1,0,1,0,1
34,1,0,9,1,0,1,1,1
18,1,540,12,1,1,1,0,1
43,0,0,11,1,0,1,0,1
52,0,0,15,1,0,0,0,1
17,1,0,10,1,1,0,0,1
23,1,604,12,1,1,1,0,1
28,0,6440,12,1,0,1,1,1
18,0,2000,10,1,0,0,0,1
26,0,1000,12,1,1,1,0,1
20,0,8000,12,1,0,0,0,1
53,1,0,12,0,0,1,1,1
38,0,2000,12,1,1,0,0,1
25,0,0,10,1,0,1,0,1
20,0,0,11,1,1,0,0,1
17,1,154,9,1,1,1,0,1
42,0,0,16,0,0,0,0,1
47,0,540,12,1,1,0,1,1
30,1,0,12,0,1,1,0,1
39,0,600,12,0,0,0,0,1
35,0,0,9,1,0,0,0,1
39,0,0,16,0,0,0,0,1
21,0,6500,11,1,0,0,0,1
41,1,5937,11,0,0,1,1,1
24,0,0,14,0,0,0,0,1
24,0,1000,12,0,0,1,0,1
20,1,2500,12,0,0,1,0,1
29,0,9000,12,1,0,0,0,1
30,1,0,10,1,1,1,0,1
18,1,2,12,0,0,1,0,1
22,0,1500,12,0,0,1,0,1
22,0,0,12,1,0,0,0,1
33,0,2688,12,1,1,0,0,1
32,0,5624,12,0,0,0,0,1
28,1,1303,12,0,1,1,1,1
45,0,4320,12,1,0,1,1,1
33,0,4680,11,1,0,0,0,1
19,1,1500,9,0,0,1,0,1
20,0,0,12,1,1,1,1,1
22,0,0,12,1,1,1,0,1
34,0,9360,8,0,1,1,0,1
22,1,9622,12,0,0,1,0,1
51,0,1000,8,0,0,1,0,1
26,0,0,8,1,1,0,0,1
28,0,0,7,0,1,1,1,1
21,0,2200,14,0,1,1,0,1
32,1,4000,9,1,0,1,0,1
29,1,0,12,1,1,1,0,1
51,0,160,8,0,0,1,1,1
24,0,11000,12,0,1,0,1,1
20,0,0,13,0,0,0,0,1
18,1,14000,10,0,0,1,1,1
38,0,17000,14,1,0,0,0,1
19,1,235,12,1,0,1,1,1
46,1,0,12,1,1,1,1,1
25,1,1600,12,1,0,1,1,1
28,0,2400,12,1,0,1,0,1
25,0,5440,12,0,1,1,1,1
20,1,8000,12,0,0,1,0,1
18,1,456,11,1,0,1,0,1
31,0,3852,12,1,0,0,0,1
20,1,1100,12,1,0,1,1,1
57,0,0,13,1,0,0,0,1
31,1,1940,12,1,0,1,0,1
34,0,1800,13,0,1,1,1,1
18,1,2000,10,0,1,1,1,1
23,1,400,11,1,1,1,0,1
18,1,1000,10,0,1,1,0,1
19,1,849,12,1,0,1,0,1
31,0,0,12,1,1,0,0,1
30,1,2500,12,0,0,1,0,1
46,0,0,10,0,1,0,1,1
35,0,135,12,1,0,1,0,1
41,1,2400,12,0,0,1,0,1
24,1,900,9,0,1,1,0,1
21,0,282,15,0,0,1,0,1
30,1,2550,10,1,0,1,1,1
35,0,0,8,0,1,0,1,1
49,0,744,8,1,0,0,0,1
17,1,0,10,0,1,1,0,1
27,0,2500,13,0,1,0,0,1
21,1,10366,12,0,0,1,0,1
30,0,4000,11,0,1,0,0,1
17,1,0,8,1,1,1,1,1
22,0,400,16,0,0,1,0,1
34,0,4124,12,0,1,1,1,1
18,0,1190,12,0,1,1,0,1
18,1,1000,12,1,0,1,0,1
23,0,200,8,1,0,0,0,1
17,0,570,12,1,1,0,0,1
29,0,232,10,0,1,1,0,1
18,0,2000,12,0,0,1,0,1
34,1,9000,12,0,0,1,0,1
19,0,2000,11,0,0,0,1,1
52,1,4800,11,1,0,1,0,1
34,1,10000,13,0,0,1,1,1
35,1,0,12,0,0,1,1,1
39,0,10000,17,0,0,0,1,1
22,0,0,11,1,0,1,0,1
32,1,3185,11,1,0,1,0,1
23,1,0,12,0,1,1,0,1
34,1,8900,12,1,0,1,1,1
39,0,245,11,0,0,0,1,1
33,0,3250,12,1,1,0,0,1
36,0,7000,10,0,0,0,1,1
21,1,1000,11,1,0,1,0,1
39,0,1500,12,0,1,0,1,1
21,1,7500,12,1,0,1,0,1
17,1,0,9,1,1,1,0,1
24,1,5040,12,1,1,1,0,1
26,0,6000,12,1,0,0,0,1
26,0,0,12,0,0,1,0,1
17,0,1000,10,1,0,1,1,1
19,0,6500,12,0,0,0,1,1
17,0,2388,11,1,0,1,0,1
19,1,300,13,0,0,1,0,1
26,0,660,15,0,1,1,1,1
59,0,4320,12,0,1,0,1,1
16,1,0,9,0,0,1,0,1
53,0,0,8,1,1,0,0,1
33,0,0,10,1,0,0,0,1
26,0,2500,12,1,1,1,1,1
22,0,3120,12,0,1,1,0,1
22,0,6953,11,1,1,1,1,1
38,0,6000,10,1,1,0,1,1
24,1,2400,12,0,1,1,0,1
39,0,9000,16,0,1,1,1,1
22,1,1200,12,1,0,1,0,1
24,1,2727,12,0,0,1,0,1
27,0,350,12,1,0,1,0,1
24,0,5442,11,1,1,1,1,1
17,0,1000,10,0,0,0,0,1
35,1,16000,14,0,1,1,0,1
33,1,7621,12,0,0,1,1,1
20,0,2000,12,0,0,0,0,1
29,0,98,12,1,1,0,0,1
21,0,348,10,1,0,1,0,1
37,1,4200,12,0,1,1,0,1
31,0,9000,12,1,0,0,0,1
23,0,0,9,1,1,1,0,1
35,1,0,12,1,0,1,1,1
44,0,0,12,1,1,0,0,1
47,1,0,13,1,1,1,1,1
18,0,0,10,1,1,0,0,1
40,1,3390,14,1,0,1,1,1
30,1,12800,13,0,0,1,0,1
55,0,550,12,1,0,0,0,1
21,1,0,12,1,0,1,1,1
32,0,2000,9,1,0,1,1,1
43,0,1800,12,0,1,1,0,1
26,0,0,12,1,1,0,0,1
44,1,816,11,1,0,1,0,1
27,0,0,12,0,0,0,0,1
22,1,1200,13,0,1,1,0,1
22,0,2500,11,0,0,0,0,1
33,0,0,11,1,0,0,1,1
21,1,1500,11,1,0,1,0,1
25,1,800,12,1,1,1,0,1
32,1,1100,12,1,0,1,1,1
19,1,5200,12,1,0,1,0,1
42,1,2880,12,0,0,1,0,1
41,1,3000,11,1,0,1,0,1
41,0,364,10,1,0,0,1,1
20,0,8000,12,0,0,1,0,1
24,1,0,10,0,0,1,0,1
47,0,23551,14,0,0,0,1,1
18,0,3000,9,0,0,0,0,1
18,1,3000,11,1,1,1,0,1
33,0,2000,13,0,0,0,0,1
20,1,425,11,1,1,1,0,1
32,1,0,12,1,1,1,0,1
22,0,9338,12,0,1,0,0,1
32,0,0,9,1,0,0,0,1
36,0,6000,12,0,1,0,1,1
18,1,2200,9,0,1,1,0,1
24,1,3000,12,0,0,1,1,1
29,0,6400,12,1,0,0,1,1
16,0,0,11,0,0,1,0,1
19,1,0,9,0,0,1,0,1
17,0,800,7,0,1,0,0,1
33,0,6618,12,0,0,0,0,1
22,1,1200,11,1,0,1,1,1
21,0,3000,10,0,0,0,0,1
18,0,0,12,1,1,0,0,1
24,0,700,13,1,0,1,1,1
17,0,0,12,1,0,1,0,1
36,0,2000,15,0,1,1,0,1
35,0,2500,10,0,1,0,0,1
27,0,1088,12,1,0,0,0,1
21,0,0,11,0,1,0,0,1
32,0,9000,12,0,1,0,0,1
19,1,1742,12,1,0,1,0,1
23,1,5600,11,1,1,1,0,1
22,0,800,11,1,1,0,0,1
21,0,0,11,0,1,0,0,1
31,0,7231,12,0,0,0,0,1
34,1,600,8,1,0,1,1,1
24,0,0,12,0,1,1,0,1
19,1,0,12,1,1,1,0,1
22,1,640,15,1,0,1,1,1
25,0,3000,10,0,0,0,0,1
36,1,2640,12,0,1,1,0,1
29,0,0,12,0,1,0,0,1
26,1,1322,12,1,0,1,1,1
25,0,1000,12,0,0,0,1,1
17,1,0,10,1,1,1,0,1
42,0,0,10,1,0,1,1,1
26,1,0,11,1,1,1,0,1
47,0,2620,12,1,0,0,0,1
20,0,2638,15,1,0,0,0,1
22,1,480,12,1,0,1,0,1
22,1,8522,12,0,0,1,0,1
21,1,4918,13,1,1,1,0,1
41,0,2800,7,0,0,0,1,1
19,1,37,12,1,0,1,0,1
18,0,10000,11,0,0,1,0,1
20,0,941,12,1,1,0,0,1
22,1,2270,12,0,0,1,0,1
39,1,2422,13,0,1,1,1,1
18,1,6000,12,1,0,1,0,1
28,1,700,9,0,0,1,0,1
38,1,4985,9,0,0,1,1,1
45,0,8000,8,0,0,0,0,1
31,0,1644,15,0,0,0,1,1
36,1,4000,12,0,1,1,1,1
26,1,384,12,1,0,1,1,1
26,0,5000,10,0,0,0,0,1
20,0,0,12,1,0,0,0,1
19,0,200,11,1,1,0,0,1
32,0,0,12,1,1,0,0,1
53,1,500,12,1,0,1,0,1
31,0,8700,13,1,0,0,0,1
18,0,0,12,1,1,1,0,1
35,0,75,12,0,0,0,1,1
28,0,4000,12,1,0,1,1,1
32,0,20000,12,0,0,0,1,1
64,1,392,12,1,0,1,0,1
36,0,0,12,1,1,1,0,1
33,1,0,14,1,0,0,0,1
34,1,0,15,1,0,1,1,1
23,0,4158,8,0,1,0,0,1
22,1,0,11,1,1,1,1,1
22,0,0,12,0,0,0,0,1
27,1,840,13,1,0,1,0,1
23,0,3878,11,0,1,1,0,1
21,0,2060,13,0,0,0,0,1
23,1,0,12,1,0,1,0,1
20,0,5400,14,1,0,0,0,1
17,1,0,9,1,0,1,0,1
45,0,536,11,0,1,0,0,1
31,0,13000,14,0,0,0,1,1
19,1,0,9,0,0,1,1,1
18,0,600,10,0,1,0,0,1
28,0,12000,12,0,1,1,1,1
48,0,2500,12,0,0,1,1,1
16,1,2560,9,0,1,1,0,1
40,1,0,13,0,0,1,0,1
56,0,3000,11,1,1,1,0,1
21,1,0,12,1,1,1,0,1
23,1,3500,8,0,1,1,0,1
31,1,0,17,1,1,1,0,1
44,1,0,12,0,1,1,0,1
18,1,1400,12,0,0,1,0,1
33,0,2439,12,1,1,0,0,1
34,1,15000,11,0,0,1,0,1
45,1,5200,12,0,0,1,1,1
41,0,1200,16,0,1,1,0,1
30,1,500,8,1,0,1,0,1
23,1,11000,10,1,0,1,0,1
30,1,800,11,1,0,1,0,1
24,0,0,11,1,1,1,0,1
20,1,0,9,0,1,1,0,1
30,0,4497,11,1,0,0,0,1
51,1,0,11,0,0,1,0,1
37,1,4500,12,0,0,1,1,1
29,1,1600,12,1,0,1,1,1
32,1,2400,12,1,0,1,1,1
20,0,0,10,0,1,1,0,1
17,1,819,9,0,1,1,0,1
40,0,1908,12,1,1,0,0,1
25,0,0,13,1,0,0,0,1
29,1,50,9,1,0,1,1,1
30,0,0,14,1,0,0,1,1
22,0,2732,11,0,0,0,0,1
45,0,7135,14,0,0,0,0,1
25,1,11822,12,1,0,1,1,1
21,0,1373,12,0,0,1,0,1
17,1,0,11,0,1,1,0,1
17,1,0,11,0,1,1,0,1
26,1,2900,12,0,1,1,0,1
35,1,3700,12,0,1,1,1,1
54,0,0,12,0,0,1,0,1
22,0,965,12,1,1,0,0,1
31,0,6500,12,1,0,1,0,1
