age,enroll,priorearn,educ,female,nonwhite,z,married,foundjob
38,0,12381,17,0,0,0,1,1
19,1,5750,12,0,0,1,0,1
23,1,11000,12,0,1,1,0,1
41,0,4400,10,0,0,0,0,1
19,1,3906,12,1,1,1,0,1
23,0,0,10,1,0,0,1,1
43,1,570,11,1,0,1,0,1
24,0,6000,12,0,0,1,0,1
21,0,1960,10,0,1,0,0,1
20,1,0,9,0,1,1,0,1
29,0,2095,12,1,0,0,0,1
33,1,0,12,1,0,1,1,1
25,1,1000,10,1,0,1,1,1
49,1,3600,14,1,0,1,0,1
20,0,1210,12,1,1,1,1,1
29,1,0,12,1,0,1,0,1
30,1,0,10,0,1,1,0,1
40,0,0,13,0,0,0,1,1
16,1,0,9,0,1,1,0,1
46,0,4100,12,0,1,1,0,1
28,0,700,11,0,0,0,0,1
32,1,4200,16,0,0,1,0,1
20,0,58,12,1,0,1,0,1
42,0,0,12,1,1,0,0,1
25,1,7488,12,1,0,1,1,1
24,0,8000,12,0,0,0,1,1
20,1,322,13,1,1,1,0,1
24,1,3000,11,0,0,1,1,1
21,0,8444,12,0,1,0,0,1
24,1,4400,11,0,1,1,0,1
34,0,0,10,1,1,0,0,1
21,1,7467,12,0,1,1,0,1
22,1,0,11,1,1,1,0,1
32,0,5600,12,1,0,0,0,1
30,1,5044,11,1,0,1,0,1
19,0,2200,11,0,1,1,0,1
18,1,0,9,1,0,1,0,1
37,1,2418,8,1,0,1,0,1
41,1,2868,14,1,0,1,0,1
19,1,7000,12,0,0,1,0,1
26,0,0,13,1,1,0,1,1
36,1,6000,12,1,1,1,0,1
19,1,5000,9,1,0,1,0,1
45,1,0,11,0,1,1,0,1
39,0,10000,11,1,0,0,0,1
18,1,0,9,0,1,1,0,1
25,0,500,12,0,1,1,0,1
25,1,3200,12,1,1,1,0,1
17,1,110,9,0,1,1,0,1
18,1,2840,12,0,0,1,1,1
21,0,2400,13,1,1,0,0,1
20,0,3500,12,0,1,0,0,1
33,0,0,10,0,1,1,0,1
35,0,0,12,0,1,1,0,1
24,1,5567,13,1,1,1,0,1
45,1,900,15,0,0,1,0,1
65,0,3300,8,0,0,1,1,1
33,1,400,12,0,1,1,0,1
30,1,4000,12,1,0,1,0,1
31,1,1300,9,0,0,1,1,1
48,1,0,16,1,0,1,0,1
34,0,14000,16,0,0,0,1,1
22,0,1472,15,1,1,1,1,1
33,1,14700,13,0,0,1,0,1
25,1,500,13,0,1,1,0,1
27,0,1500,8,1,0,1,1,1
23,1,8000,9,1,0,1,0,1
30,1,2645,12,1,0,1,1,1
30,0,3000,12,0,0,1,1,1
38,0,7052,13,1,0,1,0,1
20,0,0,12,1,0,1,0,1
40,1,11980,13,1,1,1,0,1
18,1,219,12,1,0,1,0,1
26,0,465,10,0,0,0,0,1
18,1,1840,11,1,1,1,0,1
23,1,1200,14,0,1,1,0,1
23,1,8948,12,0,1,1,1,1
42,1,0,11,1,1,1,1,1
18,0,0,10,0,0,1,0,1
16,0,0,9,0,1,1,0,1
52,1,0,8,0,1,1,1,1
30,0,1200,12,1,0,0,0,1
21,0,1257,11,1,1,0,0,1
19,1,3000,12,1,1,1,0,1
29,0,0,14,0,0,0,0,1
39,0,1200,12,0,1,0,0,1
33,1,2515,12,1,1,1,0,1
30,0,3000,12,0,0,1,1,1
18,0,720,12,1,0,1,0,1
19,0,6000,12,1,1,0,0,1
47,0,0,12,0,1,0,0,1
16,1,0,8,0,0,1,0,1
20,1,10738,12,0,0,1,0,1
26,0,0,12,1,1,0,0,1
20,1,110,12,1,1,1,0,1
24,0,400,10,0,0,0,0,1
20,0,14500,12,0,0,0,0,1
23,0,4000,12,0,1,1,0,1
18,0,998,12,0,0,0,0,1
19,1,2000,12,0,0,1,0,1
49,0,8137,12,1,0,1,0,1
28,0,0,11,1,0,0,1,1
19,1,0,8,1,1,1,0,1
16,0,0,8,0,1,1,0,1
34,1,850,11,1,1,1,0,1
18,0,1200,12,1,0,0,0,1
16,0,400,9,1,0,0,0,1
37,1,90,12,0,1,1,1,1
20,0,2000,12,1,0,0,0,1
20,0,82,12,1,0,0,0,1
16,1,865,9,0,1,1,0,1
26,1,4000,11,1,0,1,0,1
20,1,2500,12,1,0,1,0,1
19,1,500,11,1,1,1,0,1
25,0,400,11,1,0,1,0,1
54,1,0,9,1,0,1,0,1
26,1,3000,12,1,0,1,0,1
22,1,700,16,0,1,1,0,1
27,1,159,12,0,0,1,1,1
23,0,1200,12,0,0,0,0,1
20,0,3000,9,0,1,1,0,1
24,1,0,10,1,1,1,0,1
52,1,9323,15,0,0,1,0,1
23,1,6430,12,1,0,1,0,1
20,0,3430,12,1,1,0,0,1
22,1,4000,11,0,0,1,0,1
18,0,55,10,1,0,1,0,1
22,0,11531,11,0,0,0,1,1
20,0,350,14,0,1,1,0,1
18,1,0,10,1,0,1,0,1
31,1,7000,10,1,1,1,1,1
32,1,0,12,1,1,1,0,1
29,1,0,12,1,1,1,0,1
31,1,0,11,1,0,1,1,1
19,1,4600,12,0,0,1,0,1
28,1,0,11,1,0,1,0,1
21,1,3840,15,1,1,1,0,1
29,0,0,12,0,1,1,0,1
30,0,2000,13,1,1,0,0,1
46,1,0,16,0,1,1,1,1
30,1,5500,11,0,0,1,0,1
47,0,1375,12,1,0,1,1,1
20,0,4946,12,0,1,0,0,1
18,0,495,12,1,1,1,0,1
22,0,0,12,1,1,0,0,1
31,0,0,14,0,1,0,1,1
30,1,1750,13,0,0,1,0,1
18,0,8000,11,0,0,0,0,1
33,0,1109,11,1,0,0,0,1
20,1,2700,11,1,1,1,0,1
44,0,12000,9,0,0,0,0,1
20,0,5014,12,0,0,0,0,1
27,0,4990,16,1,0,0,0,1
23,1,1000,10,0,0,1,0,1
27,0,0,10,0,0,0,0,1
25,1,2400,12,0,0,1,0,1
18,0,2800,12,0,0,0,0,1
59,0,0,12,1,0,0,0,1
20,1,900,12,1,1,1,0,1
39,1,900,12,0,0,1,1,1
24,1,2600,12,1,0,1,0,1
28,1,750,10,0,0,1,0,1
23,1,0,12,1,0,1,0,1
16,1,50,10,1,0,1,1,1
39,0,5000,12,0,1,0,0,1
17,1,124,10,1,0,1,0,1
24,1,8290,13,0,1,1,1,1
31,0,30000,12,0,1,0,1,1
38,0,1500,12,1,0,0,0,1
19,0,5330,12,1,1,0,0,1
21,0,6000,14,0,0,0,1,1
33,0,4595,12,1,1,0,0,1
29,0,0,13,0,0,1,0,1
17,1,430,10,1,1,1,0,1
27,0,600,11,0,1,1,0,1
23,0,3744,13,0,0,0,0,1
26,0,0,10,0,0,1,0,1
20,0,280,11,1,1,1,0,1
18,1,2000,11,0,0,1,0,1
18,0,0,12,1,0,0,0,1
17,0,840,12,1,0,0,0,1
28,0,6900,13,0,0,0,1,1
29,0,1569,12,1,0,1,0,1
35,1,0,10,0,0,1,0,1
36,0,0,12,1,0,1,0,1
23,1,3986,10,1,0,1,0,1
60,0,37500,12,0,0,1,1,1
24,1,1400,10,0,1,1,0,1
29,0,25,10,1,0,1,1,1
26,0,500,12,0,0,1,0,1
23,1,0,12,1,1,1,0,1
18,0,969,12,1,0,0,0,1
24,1,0,11,1,1,1,0,1
25,1,31,12,1,1,1,0,1
18,0,34,12,1,0,0,1,1
30,0,5600,12,1,0,0,0,1
38,1,4000,13,0,1,1,0,1
20,0,0,11,0,0,0,1,1
18,0,0,12,1,1,1,0,1
18,0,0,10,1,1,0,0,1
40,1,1720,12,1,1,1,0,1
35,1,0,12,1,0,1,0,1
17,0,2200,8,0,0,1,0,1
43,0,3856,10,1,1,0,1,1
33,0,0,8,1,0,1,0,1
19,0,0,11,1,1,0,0,1
24,0,5600,12,0,0,1,1,1
32,0,6000,14,0,1,0,0,1
36,0,18000,12,0,1,0,1,1
22,1,400,16,1,0,1,0,1
47,0,98,12,1,1,0,0,1
17,1,5760,10,1,1,1,1,1
40,1,4251,12,1,0,1,0,1
22,1,1200,13,1,1,1,1,1
39,0,2000,12,0,0,0,0,1
22,1,120,12,0,1,1,0,1
45,0,2988,12,1,0,0,1,1
34,0,2200,8,0,0,0,1,1
18,0,2300,13,0,1,0,0,1
35,0,4000,13,1,0,0,0,1
19,0,3600,12,0,0,0,0,1
36,1,0,12,0,0,1,1,1
20,0,120,12,1,1,0,0,1
23,0,12000,12,0,0,0,1,1
23,0,7000,12,0,0,0,0,1
32,0,7848,10,1,1,0,1,1
18,0,0,11,0,1,0,0,1
59,0,3000,10,1,0,0,0,1
20,0,0,12,1,1,0,0,1
21,0,3500,12,1,0,1,0,1
31,0,4163,8,1,1,1,0,1
47,1,1117,14,1,0,1,0,1
29,1,0,14,1,1,1,0,1
30,0,120,8,1,0,1,0,1
29,0,7800,11,0,0,1,1,1
27,0,0,12,1,0,1,0,1
20,0,1500,14,1,1,1,0,1
22,1,800,15,1,0,1,0,1
21,1,2200,10,0,0,1,1,1
19,0,200,12,1,0,0,0,1
19,0,2487,11,0,0,1,0,1
34,0,5000,16,0,0,0,0,1
19,0,0,12,1,0,1,0,1
51,0,8903,12,0,0,0,0,1
25,0,0,12,1,1,0,0,1
22,0,0,11,1,1,0,0,1
22,1,500,12,1,0,1,0,1
31,1,0,9,1,0,1,0,1
24,0,0,8,0,1,0,0,1
42,0,2200,10,0,0,0,1,1
21,0,3600,15,0,1,1,0,1
19,0,1432,13,1,0,0,0,1
17,0,174,10,0,0,0,0,1
30,0,13440,10,1,1,0,1,1
70,1,0,8,1,0,1,0,1
18,0,0,12,0,0,1,0,1
25,0,3900,16,1,1,1,0,1
42,1,1750,11,0,0,1,1,1
29,0,5000,11,1,0,0,1,1
24,0,6000,12,0,0,0,0,1
18,0,700,12,1,0,0,0,1
21,0,1200,12,0,1,0,0,1
23,0,1500,15,0,0,0,0,1
30,0,1684,11,1,1,0,1,1
32,0,7000,12,0,1,0,1,1
34,0,0,7,0,1,0,1,1
34,0,110,10,0,0,0,1,1
25,1,3538,10,0,0,1,1,1
20,1,3300,13,0,0,1,0,1
32,0,2000,12,0,1,0,0,1
39,0,0,11,1,1,0,0,1
20,0,4452,11,0,1,0,0,1
38,0,229,13,1,0,0,0,1
22,0,186,12,1,1,0,0,1
22,0,5300,12,0,0,0,1,1
38,1,2666,15,0,0,1,1,1
43,0,10500,12,0,0,0,0,1
34,1,5000,14,0,1,1,0,1
29,0,0,13,1,1,1,1,1
26,1,2000,12,0,0,1,1,1
26,0,850,10,0,0,1,1,1
17,1,1600,8,0,1,1,0,1
16,1,0,10,1,0,1,0,1
70,0,0,11,0,0,0,0,1
19,1,1400,12,1,0,1,0,1
39,0,0,12,0,0,0,0,1
36,1,98,12,1,0,1,0,1
18,0,1600,10,1,0,1,0,1
38,0,133,14,0,0,1,0,1
25,0,4800,11,0,1,1,0,1
29,0,6000,12,0,0,1,0,1
26,0,0,12,0,0,1,0,1
18,1,0,11,1,1,1,0,1
24,0,600,15,0,1,0,1,1
28,0,7000,11,1,0,0,1,1
28,0,3000,12,0,1,0,0,1
22,0,0,12,0,1,0,0,1
16,1,100,10,1,0,1,0,1
17,1,0,10,1,1,1,0,1
25,0,2800,12,1,0,1,0,1
19,0,858,10,1,0,0,1,1
28,0,9000,15,0,0,0,0,1
28,0,135,10,1,1,0,0,1
19,0,0,12,1,1,0,0,1
26,0,6000,12,1,0,1,0,1
21,0,1053,11,1,0,1,0,1
22,0,6000,12,0,0,1,0,1
48,1,8000,13,0,1,1,1,1
28,0,5401,14,0,0,1,0,1
30,0,1968,12,0,1,0,0,1
19,0,1997,12,1,0,1,0,1
16,0,5500,10,0,0,0,0,1
20,1,1500,12,0,0,1,0,1
41,1,0,12,1,1,1,1,1
17,0,2000,9,0,1,0,0,1
33,0,0,12,1,1,0,0,1
24,1,12000,12,0,0,1,0,1
22,1,6888,13,0,0,1,0,1
37,0,6000,9,0,0,0,0,1
18,1,0,9,1,1,1,0,1
35,0,0,12,1,1,0,0,1
34,1,4593,12,1,0,1,1,1
28,0,1186,12,1,0,1,1,1
22,0,2992,9,1,0,0,1,1
28,0,3500,12,0,0,0,1,1
43,0,500,12,0,0,1,0,1
29,1,4000,13,1,1,1,0,1
25,1,0,10,1,1,1,1,1
31,1,7000,12,0,0,1,0,1
17,1,0,11,1,1,1,0,1
20,1,1226,12,1,0,1,1,1
17,0,0,8,0,0,1,0,1
38,0,0,15,0,1,0,1,1
24,1,4000,12,1,0,1,0,1
28,1,5000,12,0,1,1,0,1
41,0,11255,11,1,1,0,0,1
31,0,200,11,0,1,1,0,1
50,1,0,10,1,1,1,0,1
42,0,6000,9,0,0,1,0,1
21,0,1656,12,1,0,1,0,1
28,1,1100,9,0,0,1,1,1
21,1,1951,10,1,0,1,0,1
39,1,200,12,1,0,1,1,1
26,1,0,10,1,1,1,0,1
20,1,5000,10,0,1,1,0,1
19,1,0,9,0,1,1,0,1
44,0,19000,15,0,0,0,1,1
41,1,0,12,1,0,1,1,1
19,1,2658,12,1,1,1,0,1
43,1,4200,10,1,1,1,1,1
42,1,0,12,0,0,1,1,1
20,1,2485,12,0,0,1,0,1
52,0,5000,8,1,0,1,0,1
17,1,600,9,0,1,1,0,1
36,0,1500,12,0,0,0,0,1
20,0,2030,12,0,0,0,0,1
18,0,831,11,1,0,0,0,1
27,0,240,12,1,1,1,0,1
22,0,7900,12,0,0,1,0,1
17,1,1300,11,1,0,1,1,1
38,1,3000,10,0,0,1,1,1
21,1,0,12,1,1,1,0,1
22,0,4300,9,1,0,0,1,1
24,1,1500,15,0,0,1,0,1
19,0,600,10,1,0,0,1,1
30,1,0,8,1,1,1,0,1
38,0,10588,8,0,1,0,1,1
18,0,92,11,1,0,1,0,1
34,0,3000,12,1,0,1,0,1
19,0,4000,13,1,0,0,0,1
33,1,360,16,0,1,1,1,1
31,0,0,12,0,1,1,0,1
36,0,1600,15,0,0,0,0,1
30,1,119,12,1,1,1,0,1
28,0,1500,12,0,0,0,1,1
24,1,1000,11,0,1,1,1,1
60,0,3621,8,0,0,1,0,1
20,0,3380,11,0,1,1,0,1
32,0,230,12,1,1,1,0,1
25,1,7900,12,0,1,1,1,1
60,0,2500,12,0,0,1,1,1
24,1,4100,12,1,1,1,0,1
19,0,3788,10,0,0,0,0,1
40,1,600,12,1,0,1,0,1
20,1,150,14,1,0,1,0,1
19,0,5564,9,1,1,0,0,1
22,1,0,12,0,1,1,0,1
17,1,0,10,0,1,1,0,1
26,0,109,13,1,1,0,0,1
27,0,300,12,0,1,0,0,1
21,1,0,12,0,0,1,0,1
30,1,9000,12,0,1,1,0,1
17,0,0,11,1,1,0,0,1
25,0,0,13,1,0,1,1,1
31,0,5800,13,0,1,0,0,1
21,0,8000,12,0,1,1,0,1
20,1,5000,13,1,0,1,0,1
35,1,300,16,1,0,1,0,1
18,0,2424,12,1,1,1,0,1
24,0,9812,13,0,1,1,1,1
26,0,17000,13,0,0,1,1,1
34,1,6220,9,0,0,1,0,1
21,0,294,11,1,0,0,1,1
22,0,1500,16,0,1,1,0,1
33,0,98,11,0,1,1,1,1
35,1,11705,9,1,0,1,0,1
22,1,10800,12,1,1,1,0,1
51,0,0,8,0,1,0,1,1
19,1,0,9,1,0,1,1,1
20,1,2710,8,1,0,1,1,1
17,1,2800,10,0,0,1,0,1
17,0,2347,11,0,0,1,0,1
59,0,4345,13,1,1,1,0,1
25,0,12050,10,0,1,0,0,1
22,1,4410,8,0,0,1,0,1
19,1,4000,12,0,1,1,1,1
18,0,0,10,1,0,1,0,1
24,0,1624,8,1,1,0,1,1
19,0,2584,12,1,0,1,0,1
18,1,0,10,1,1,1,0,1
22,0,4100,9,0,0,0,1,1
16,0,0,9,1,1,0,0,1
20,0,256,11,1,0,1,0,1
21,1,287,10,0,1,1,0,1
39,1,0,9,1,1,1,1,1
34,0,400,14,1,1,0,0,1
24,1,8040,13,1,1,1,0,1
34,0,6000,13,1,0,0,0,1
24,0,4000,12,1,0,1,0,1
40,1,7500,14,0,0,1,1,1
20,1,98,8,0,0,1,0,1
40,0,0,12,1,0,0,1,1
18,0,0,9,0,1,0,0,1
31,1,868,14,0,0,1,1,1
29,1,10000,11,1,1,1,1,1
43,0,4500,12,1,0,0,0,1
17,1,0,10,1,1,0,0,1
31,0,4200,14,0,1,1,0,1
46,0,0,12,1,1,1,0,1
17,1,0,9,0,1,1,0,1
18,1,180,9,1,0,1,1,1
20,1,0,12,1,1,1,0,1
32,0,17000,11,0,1,1,1,1
26,1,112,11,0,1,1,0,1
34,0,0,12,0,1,0,1,1
23,1,0,12,1,1,1,0,1
24,1,30,11,1,0,1,0,1
26,1,0,12,0,1,1,0,1
34,0,600,11,0,0,1,1,1
19,0,0,10,1,1,0,1,1
38,0,1020,12,1,1,1,0,1
34,1,2000,12,1,0,1,1,1
19,1,4000,10,0,1,1,0,1
30,1,1704,10,1,0,1,0,1
26,1,600,11,1,0,1,0,1
17,1,0,9,0,1,1,0,1
32,1,3360,11,1,0,1,0,1
27,1,0,12,1,0,1,0,1
27,1,600,8,1,0,1,0,1
31,1,0,9,1,1,1,1,1
30,1,3200,10,1,0,1,0,1
20,0,10000,12,0,0,0,0,1
49,0,0,13,1,0,0,1,1
32,1,300,12,1,0,1,0,1
19,0,0,12,1,1,1,0,1
21,0,1000,10,1,0,0,0,1
19,1,1835,14,1,0,1,1,1
25,0,800,17,1,1,0,0,1
23,1,10000,10,0,0,1,0,1
18,0,0,12,1,1,1,0,1
20,1,786,11,1,1,1,0,1
33,1,0,12,1,0,1,0,1
32,1,5500,14,0,0,1,0,1
24,1,6000,12,1,0,1,1,1
22,1,0,9,0,0,1,0,1
36,1,3600,12,0,0,1,0,1
28,1,3500,9,0,1,1,0,1
56,1,2700,12,1,0,1,0,1
33,1,0,12,1,1,1,1,1
35,0,0,12,0,1,0,1,1
19,0,98,10,1,1,0,0,1
35,0,0,13,1,0,0,1,1
19,0,770,12,1,0,1,0,1
19,1,0,9,1,1,1,0,1
19,1,0,12,1,1,1,1,1
53,1,452,14,1,0,1,1,1
21,1,900,12,1,0,1,0,1
38,0,1200,16,0,0,0,0,1
21,1,1500,12,1,0,1,0,1
30,0,6000,13,0,0,0,0,1
21,1,40,10,1,0,1,0,1
23,0,3000,12,1,1,0,0,1
22,0,3120,12,1,1,1,0,1
22,1,800,13,0,0,1,1,1
23,0,5500,10,1,0,0,0,1
31,1,4000,14,0,1,1,1,1
28,1,0,10,0,0,1,0,1
34,0,0,13,0,0,0,0,1
18,1,2027,11,0,1,1,0,1
25,1,4320,14,1,1,0,0,1
18,1,3000,12,0,0,1,0,1
22,0,2505,12,1,0,0,0,1
32,1,340,18,1,0,1,0,1
26,0,112,12,1,1,0,0,1
33,1,4963,9,1,0,1,0,1
40,0,1800,12,1,0,0,1,1
22,1,0,10,0,1,1,0,1
18,1,1135,11,0,1,1,0,1
20,0,940,11,0,0,0,0,1
20,0,6866,12,0,0,0,0,1
29,0,2262,10,1,0,0,0,1
46,0,655,12,1,0,0,0,1
55,1,0,8,1,0,1,1,1
43,1,4800,12,0,1,1,1,1
24,0,0,10,1,1,1,0,1
24,0,3200,10,0,0,0,0,1
42,0,6000,17,0,1,1,1,1
21,1,616,11,0,0,1,0,1
41,0,5440,13,1,0,0,0,1
45,0,600,8,1,0,0,0,1
18,1,190,10,0,1,1,0,1
18,0,0,10,1,1,0,0,1
38,0,4440,10,1,1,1,0,1
41,1,1500,12,0,1,1,0,1
36,1,5000,15,1,1,1,0,1
23,0,0,11,0,0,0,0,1
37,0,10800,12,0,1,0,0,1
25,0,4000,13,0,0,0,0,1
18,0,685,11,1,0,1,0,1
32,0,3500,11,0,1,1,0,1
31,0,1248,10,1,1,0,1,1
19,0,0,12,1,1,1,0,1
29,0,1848,12,1,1,1,0,1
25,1,322,12,1,1,1,0,1
45,0,4160,12,0,0,0,1,1
26,0,10000,14,1,1,1,0,1
23,0,50,11,1,1,0,0,1
26,0,10000,17,0,0,0,0,1
32,0,0,12,0,0,0,1,1
19,0,0,13,1,1,0,0,1
22,1,0,12,1,1,1,1,1
29,0,0,12,1,0,1,0,1
17,0,0,12,1,1,1,0,1
35,1,0,12,1,1,1,0,1
26,0,5600,12,0,1,0,0,1
30,0,4000,13,0,1,1,0,1
21,0,400,12,1,0,1,0,1
46,0,1600,12,0,0,0,0,1
35,1,0,11,0,0,1,0,1
28,0,0,16,0,1,1,0,1
20,0,1200,12,0,1,1,0,1
29,0,3600,10,1,0,1,0,1
31,1,8000,12,1,0,1,0,1
35,0,7200,10,1,0,0,0,1
41,1,2000,13,1,0,1,0,1
19,1,2000,10,0,1,1,0,1
41,1,10636,11,1,0,1,0,1
20,0,0,12,1,1,1,0,1
51,0,6000,10,1,0,0,0,1
18,1,3000,12,0,0,1,0,1
24,0,102,11,1,0,0,1,1
40,0,14000,12,1,0,0,0,1
16,1,0,9,1,0,1,0,1
33,1,476,12,0,0,1,0,1
48,0,0,17,1,0,0,0,1
23,0,600,11,1,0,1,0,1
51,0,4800,11,0,1,0,1,1
20,0,0,12,1,1,1,0,1
19,0,2100,12,1,0,1,0,1
24,1,2400,8,1,0,1,0,1
23,0,2100,10,0,0,0,0,1
32,0,1280,11,1,1,0,0,1
22,1,3000,12,0,0,1,0,1
21,1,4010,12,1,0,1,0,1
20,1,7000,12,1,0,1,0,1
23,0,6500,12,1,0,0,1,1
20,1,335,10,0,1,1,0,1
28,1,10000,12,0,0,1,1,1
26,1,7072,12,1,0,1,0,1
45,0,0,12,1,0,1,1,1
36,1,6200,16,1,0,1,0,1
48,1,5600,12,1,1,1,1,1
32,1,0,11,1,1,1,0,1
19,0,400,12,0,0,1,1,1
49,0,4500,14,0,1,0,1,1
36,0,6000,9,0,1,1,1,1
22,0,2500,14,1,0,0,0,1
18,0,480,12,0,0,1,0,1
28,0,860,12,0,1,0,0,1
42,0,0,12,1,1,0,1,1
30,0,1900,8,1,1,0,0,1
27,0,0,12,0,1,0,0,1
17,0,0,9,0,1,1,0,1
47,1,0,12,1,1,1,0,1
38,1,0,10,1,1,1,0,1
36,1,0,12,1,0,1,0,1
25,0,300,9,1,1,1,0,1
37,0,3000,16,0,1,0,0,1
28,0,0,8,0,0,0,1,1
44,1,3720,12,0,1,1,0,1
18,0,4257,12,0,0,0,0,1
35,1,0,11,0,0,1,0,1
23,0,300,10,1,1,0,0,1
25,0,5330,11,1,1,1,0,1
29,1,4500,16,1,1,1,0,1
29,1,85,13,1,1,1,1,1
37,0,9000,13,1,0,1,1,1
22,0,2469,13,1,1,0,0,1
20,1,134,11,1,0,1,0,1
22,1,5000,12,0,1,1,0,1
18,0,0,9,1,0,0,0,1
24,0,4000,16,1,1,0,0,1
41,0,400,11,1,1,1,1,1
29,1,0,17,0,1,1,1,1
31,0,9980,16,1,0,0,0,1
21,1,0,10,1,0,1,0,1
41,1,1300,14,0,0,1,1,1
40,0,2309,9,0,1,0,1,1
29,0,0,10,0,0,1,0,1
18,0,0,12,0,1,0,0,1
19,0,940,11,1,0,0,0,1
23,1,8500,11,0,0,1,1,1
23,1,8000,11,0,0,1,0,1
41,0,200,9,1,0,0,1,1
25,0,2200,12,0,1,1,0,1
30,0,1042,10,1,0,0,1,1
25,0,2700,12,1,0,0,1,1
54,1,6000,17,0,1,1,1,1
52,1,7000,12,0,0,1,1,1
19,1,4000,12,1,0,1,0,1
26,0,5000,14,0,1,1,0,1
33,0,2042,13,1,0,0,1,1
23,1,11500,11,0,0,1,1,1
18,1,160,8,1,0,1,1,1
30,0,11000,11,1,1,0,0,1
27,0,6240,11,1,1,1,0,1
23,0,6866,10,1,0,1,1,1
17,0,0,8,0,1,1,0,1
39,1,2620,14,0,0,1,0,1
17,0,1520,10,1,1,0,0,1
17,1,0,10,1,1,1,0,1
20,0,0,10,1,1,1,0,1
23,0,100,12,1,1,1,0,1
31,0,2500,12,0,0,0,1,1
27,1,0,12,1,1,1,0,1
19,0,1330,12,0,1,1,0,1
21,1,5000,12,0,0,1,0,1
26,0,2700,10,0,0,1,0,1
33,0,8464,12,1,0,0,0,1
47,0,0,12,1,1,1,0,1
25,0,7020,12,0,0,0,0,1
31,0,14000,13,0,0,0,0,1
32,0,0,12,1,1,0,1,1
24,0,0,12,1,1,1,1,1
30,1,4600,12,1,0,1,0,1
30,0,575,11,1,0,0,0,1
34,0,990,9,1,1,1,0,1
29,1,1000,10,1,0,1,0,1
57,0,3440,12,1,0,0,1,1
29,1,4760,10,1,1,1,1,1
40,0,5000,8,1,1,0,0,1
23,0,9040,12,0,1,1,0,1
34,1,370,11,0,1,1,1,1
19,0,700,11,1,0,1,0,1
39,1,2000,14,0,1,1,0,1
21,1,7738,12,1,0,1,0,1
25,1,6500,10,1,0,1,0,1
20,1,0,12,1,1,1,0,1
23,0,1500,14,1,1,1,0,1
27,0,98,8,0,0,1,1,1
22,0,0,10,1,0,0,1,1
38,0,0,8,0,0,0,1,1
19,0,5000,9,0,0,0,0,1
19,1,0,9,0,1,1,0,1
47,0,0,12,1,0,1,1,1
23,0,4000,12,0,1,0,0,1
29,0,12000,13,0,0,1,1,1
21,0,4000,12,0,1,0,0,1
39,0,2400,12,0,0,0,0,1
27,1,0,12,1,1,1,0,1
17,0,1400,10,1,0,0,0,1
20,1,1072,12,0,0,1,1,1
33,0,5770,16,1,1,1,1,1
21,1,0,12,0,0,1,1,1
24,0,1400,13,0,0,0,1,1
32,0,1300,12,1,0,0,0,1
49,0,0,12,1,0,0,1,1
47,0,1100,12,1,0,1,0,1
39,1,3360,12,1,1,1,0,1
26,0,0,14,1,1,0,0,1
20,1,0,8,1,1,1,0,1
22,1,0,11,0,0,1,0,1
24,0,2100,9,1,1,1,0,1
30,0,6000,10,0,0,0,0,1
18,1,0,11,1,1,1,0,1
39,0,0,10,1,1,0,0,1
28,1,16000,9,1,0,1,1,1
25,1,6000,12,1,0,1,0,1
21,0,4000,12,1,0,0,0,1
22,1,0,9,0,1,1,0,1
20,1,4100,12,0,0,1,0,1
29,0,200,10,0,0,0,1,1
29,1,0,9,1,1,1,0,1
19,1,3671,10,1,0,1,0,1
20,1,1299,10,1,0,1,0,1
19,1,729,12,1,0,1,0,1
28,0,5398,10,0,1,1,0,1
16,0,0,8,1,0,0,0,1
40,0,3687,12,1,0,0,0,1
17,0,0,10,0,1,1,0,1
20,1,1200,11,0,0,1,0,1
28,1,0,14,1,0,1,1,1
26,0,0,14,0,1,0,1,1
35,0,11000,12,0,1,1,0,1
30,1,16000,13,0,1,1,0,1
35,0,3800,16,0,0,1,0,1
31,0,0,14,1,0,0,0,1
35,0,0,15,1,1,0,0,1
29,1,1300,11,0,0,1,1,1
39,0,7600,12,1,0,0,0,1
41,0,11024,12,1,1,1,1,1
19,1,1700,11,0,1,1,0,1
38,1,15000,16,0,0,1,1,1
51,0,0,16,1,0,0,1,1
27,0,3200,12,0,0,1,0,1
20,0,12000,11,0,0,1,0,1
23,1,0,10,1,1,1,0,1
18,0,1100,10,0,0,0,0,1
24,1,1200,12,1,0,1,1,1
36,1,0,12,0,1,1,0,1
20,0,2700,10,0,1,0,0,1
28,0,3100,12,1,0,1,1,1
37,1,0,12,0,1,1,0,1
33,0,11000,12,1,1,1,0,1
24,1,0,12,1,0,1,0,1
22,0,2100,12,1,0,1,0,1
32,1,8800,14,0,1,1,1,1
20,0,1800,12,1,0,0,0,1
22,1,1500,12,1,0,1,1,1
25,1,13984,13,0,1,1,1,1
20,0,600,12,1,0,0,0,1
19,0,804,12,1,1,0,0,1
24,1,2114,12,1,1,1,0,1
37,1,6000,12,0,1,1,0,1
31,0,0,12,1,1,1,0,1
38,1,8317,12,1,0,1,0,1
18,0,400,12,0,0,1,0,1
30,1,0,12,1,0,1,0,1
16,0,0,9,0,0,1,0,1
21,1,800,14,0,0,1,0,1
27,0,5000,12,0,0,1,1,1
26,1,5900,10,1,0,1,0,1
